Category,Article Title,URL,reference_1,reference_2,reference_3,reference_4,reference_5,query_1,query_2
Fernsehserie (Vereinigtes Königreich),Mile High,https://de.wikipedia.org/wiki/Mile_High,Mile High ist eine britische Fernsehserie. Mile High wurde von 2003 bis 2005 auf dem britischen Fernsehsender Sky1 ausgestrahlt. Die erste Folge wurde am 16. Februar 2003 gesendet.,"Die letzte Folge wurde am 20. Juli 2005 auf Sky1 gesendet. Die Serie besteht aus zwei Staffeln, die sich auf 39 Episoden aufteilen. Eine Episode dauert 44 Minuten.","In den folgenden Jahren wurde die Serie in Kanada, Estland, Frankreich, Finnland, Deutschland, Irland, Indien, Israel, Niederlande, Neuseeland, Russland, Schweden, Südkorea, Serbien und in den Vereinigten Staaten auf verschiedenen Fernsehsendern ausgestrahlt. Die Serie zeigt das Leben der Mitglieder einer Kabinencrew eines britischen Flugzeuges der Airline Fresh!. Das Drama startet mit dem ersten Arbeitstag des neuen Flugbegleiters Marco. Seine neue Kollegin Emma hingegen sieht ihre Heiratspläne aufgrund der Rückkehr des Exfreundes John gefährdet.",Der Flugbegleiter Jason beginnt eine Affäre mit einer Passagierin.,,"1. Welche Charaktere und deren Handlungsstränge werden in der britischen Serie ""Mile High"" hervorgehoben und wann wurde die erste und die letzte Folge ausgestrahlt?","2. In welchen Ländern wurde die Serie ""Mile High"" nach ihrer ursprünglichen Ausstrahlung auf Sky1 in Großbritannien ausgestrahlt und wie viele Episoden und Staffeln hat die Serie ins"
4-mal-400-Meter-Staffel-Läufer (Sowjetunion),Ljubow Nikolajewna Runzo,https://de.wikipedia.org/wiki/Ljubow_Nikolajewna_Runzo,"Ljubow Nikolajewna Runzo (russisch Любовь Николаевна Рунцо, engl. Transkription Lyubov Runtso; * 19. September 1949 in Baku, Aserbaidschanische Sozialistische Sowjetrepublik) ist eine ehemalige russische Sprinterin, die für die Sowjetunion startete und sich auf den 400-Meter-Lauf spezialisiert hatte. Bei den Olympischen Spielen 1972 in München wurde sie Achte in der 4-mal-400-Meter-Staffel.","Ihre persönliche Bestzeit von 53,1 s stellte sie 1972 auf.",,,,1. Welche Platzierung erreichte Ljubow Nikolajewna Runzo in der 4-mal-400-Meter-Staffel bei den Olympischen Spielen 1972 in München?,2. Was war die persönliche Bestzeit von Ljubow Nikolajewna Runzo im Jahr 1972?
County Seat in Ohio,London (Ohio),https://de.wikipedia.org/wiki/London_(Ohio),"London ist eine City im Madison County des Bundesstaates Ohio, Vereinigte Staaten. London, das bei der Volkszählung von 2000 8771 Einwohner hatte, ist der County Seat und damit Gerichtssitz von Madison County. 1810, als Madison County eingeteilt wurde, fehlte eine geeignete Siedlung für den County Seat. Eine Kommission erwarb 200 Acren Land von einem John Muffin, um dort den Gerichtssitz zu errichten.","Um diesen bildete sich die Stadt London. Der Ort wuchs allerdings nur langsam und hatte im Jahr 1840 297 Einwohner. Erst ab Mitte des 19. Jahrhunderts erlebte er, hauptsächlich aufgrund des Anschlusses an zwei Eisenbahnlinien, einen nennenswerten Aufschwung und 1880 lebten 3292 Menschen in London.",Das Wachstum hielt im 20. Jahrhundert an und im Jahr 2000 war London die Stadt mit der höchsten Einwohnerzahl in Madison County. London Midway • Mount Sterling • Plain City‡ • South Solon • West Jefferson Choctaw Lake • Lafayette • Plumwood,,,"1. Was waren die Schlüsselfaktoren für das signifikante Bevölkerungswachstum in London, Ohio, im 19. Jahrhundert laut den gegebenen Referenzen?","2. Wie hat sich die Einwohnerzahl von London, Ohio, von seiner Gründung im Jahr 1810 bis zum Jahr 2000 entwickelt, basierend auf den bereitgestellten Informationen?"
Familienmitglied des Adelsgeschlechts Hanau,Adelheid von Hanau (Klarenthal),https://de.wikipedia.org/wiki/Adelheid_von_Hanau_(Klarenthal),"Adelheid von Hanau († 13. November 1440) war die jüngste Tochter Ulrichs V. von Hanau (* ca. 1370; † 1419) und dessen Ehefrau, Elisabeth von Ziegenhain (* ca.","1375; † 1. Dezember 1431), Tochter des Grafen Gottfried VIII. von Ziegenhain. Adelheid trat gemeinsam mit ihrer Schwester Agnes 1412 in das Kloster Klarenthal ein.","Anlässlich dieses Aktes verzichteten die Schwestern auf alle Ansprüche an die Herrschaft Hanau. Im Gegenzug dafür erhielten sie die für einen Eintritt in das Kloster erforderliche Ausstattung. Dies war in adeligen Familien ein übliches Verfahren, jüngere Töchter zu versorgen. Adelheid starb am 13.",November 1440 und wurde wohl im Kloster Klarenthal beigesetzt. Ulrich III. von Hanau (* ca. 1310 – † 1369/70) ⚭ Adelheid von Nassau († 1344) Graf Eberhard von Wertheim († 1373) ⚭ Burggräfin Katharina von Hohenzollern († 1369) Graf Gottfried VII.,von Ziegenhain (* vor 1360; † 1394) ⚭ Agnes von Falkenstein († 1380) Herzog Ernst I. von Braunschweig-Göttingen (* 1305; † 1367) ⚭ Landgräfin Elisabeth von Hessen († 1390) Ulrich IV. von Hanau (* 1330/40; † 1380) ⚭ Gräfin Elisabeth von Wertheim (* 1347; † 1378) Graf Gottfried VIII. von Ziegenhain (* 1360; † 1394) ⚭ Herzogin Agnes von Braunschweig-Lüneburg-Göttingen († 1416) Ulrich V.,"1. Welche Vorkehrungen wurden für Adelheid von Hanau und ihre Schwester Agnes getroffen, als sie 1412 in das Kloster Klarenthal eintraten und auf alle Ansprüche an die Herrschaft Hanau verzichteten?","2. Welche Familienbande und Ehen sind in den angegebenen Referenzen zwischen den Familien von Hanau, von Ziegenhain, von Falkenstein, von Nassau,"
Diskuswerfer (Finnland),Salla Sipponen,https://de.wikipedia.org/wiki/Salla_Sipponen,"Salla Sipponen in Jyväskylä 2018 Salla Maaria Sipponen (* 13. März 1995 in Keuruu) ist eine finnische Leichtathletin, die sich auf den Diskuswurf spezialisiert hat. Erste Erfahrungen auf Wettkämpfen internationaler Ebene sammelte Salla Maaria Sipponen im Jahr 2013, als sie bei den Junioreneuropameisterschaften in Rieti mit einer Weite von 46,40 m in der Qualifikation ausschied. Im Jahr darauf belegte sie bei den Juniorenweltmeisterschaften in Eugene mit 51,10 m im Finale Platz zehn und 2015 schied sie dann bei den U23-Europameisterschaften in Tallinn mit 49,38 m in der Qualifikation aus.","2016 nahm sie erstmals an den Europameisterschaften in Amsterdam teil, verpasste dort aber mit 54,95 m den Finaleinzug. Bei den Leichtathletik-U23-Europameisterschaften 2017 in Bydgoszcz wurde sie mit 54,83 m Fünfte und erreichte im Anschluss bei der Sommer-Universiade in Taipeh mit 53,13 m Rang acht. 2018 schied sie bei den Europameisterschaften in Berlin mit 54,00 m in der Qualifikation aus und auch bei den Studentenweltspielen im Jahr darauf in Neapel verfehlte sie mit 51,23 m den Finaleinzug. 2022 siegte sie mit 60,58 m bei den Copenhagen Athletics Games und schied anschließend bei den Weltmeisterschaften in Eugene mit 57,16 m in der Qualifikationsrunde aus und verpasste dann auch bei den Europameisterschaften in München mit 56,47 m den Finaleinzug.","Im Jahr darauf siegte sie mit 56,20 m bei der Hungarian GP Series - Nyíregyháza und wurde dann bei der 1. Liga der Team-Europameisterschaft im Zuge der Europaspiele in Chorzów mit 52,88 m Achte. Anschließend schied sie bei den Weltmeisterschaften in Budapest mit 54,72 m in der Qualifikationsrunde aus. 2024 verpasste sie bei den Europameisterschaften in Rom mit 54,92 m den Finaleinzug.",In den Jahren 2016 und 2017 sowie von 2019 bis 2021 und 2023 wurde Sipponen finnische Meisterin im Diskuswurf.,,1. What were some of the notable international competitions that Salla Maaria Sipponen participated in and how did she perform in these events from the years 2013 to 2024?,2. How many times did Salla Maaria Sipponen win the Finnish Championship in discus throw between the years 2016 to 2023?
Fehlbildung,Persistierende Pupillarmembran,https://de.wikipedia.org/wiki/Persistierende_Pupillarmembran,"Als Persistierende Pupillarmembran, lateinisch Membrana pupillaris persistens, wird das Fortbestehen einer Membran aus der embryonalen Entwicklung im Bereich der Pupille bezeichnet. Bei dieser recht häufigen angeborenen Erkrankung bleiben nach der Geburt Reste eines fetalen Gefäßnetzes mit feinen Fäden bestehen, die normalerweise noch in den ersten Monaten nach der Geburt vor dem Sehloch zurückgebildet werden können. Die Erstbeschreibung stammt aus dem Jahre 1957 durch J. R.",Cassady und A. Light. Beim Menschen lassen sich rudimentäre Anteile der Pupillarmembran bei etwa 95 % der Neugeborenen nachweisen. Die Ursache ist nicht bekannt.,"Die Persistenz der Pupillenmembran tritt auch beim Gorlin-Chaudhry-Moss-Syndrom auf. Eine Beeinträchtigung des Sehvermögens ist selten. Die Diagnose ergibt sich aus der augenärztlichen Untersuchung, auch mit der Spaltlampe. Die Behandlung erfolgt im klinischen Bedarfsfalle operativ.","Das Krankheitsbild kommt auch in der Tiermedizin vor, insbesondere bei Haushunden und Hauskatzen. Es handelt sich vermutlich eine erblich bedingte Störung, auch wenn der genaue Erbgang unbekannt ist. Eine Rasseprädisposition gibt es für Basenjis, aber auch bei anderen Rassen wird ein familiäres Auftreten beobachtet. Sie ist gekennzeichnet durch eine unvollständige Rückbildung des vorderen Anteils der Tunica vasculosa lentis, eines fetalen Gefäßnetzwerks der Linse in der vorderen Augenkammer, welches von der Arteria hyaloidea gespeist wird.",,1. Was sind die möglichen Ursachen für das Fortbestehen einer Membran (Persistierende Pupillarmembran) aus der embryonalen Entwicklung bei Neugeborenen und wie kann sie diagnostiziert und behandelt werden?,"2. Wie präsentiert sich die Persistierende Pupillarmembran in der Tiermedizin, insbesondere bei Haushunden und Hauskatzen, und gibt es eine spezifische Rasse"
DDR-Bürger,Franko Hölzig,https://de.wikipedia.org/wiki/Franko_Hölzig,Stand: 7. September 2010 Franko Hölzig (* 24. September 1965 in Lommatzsch) ist ein ehemaliger deutscher Volleyball-Nationalspieler. Franko Hölzig spielte in der DDR für den TSC Berlin und den SC Dynamo Berlin und seit 1983 in der Nationalmannschaft.,"Er war der erste ehemalige DDR-Nationalspieler, der das Trikot der DVV-Auswahl trug. Insgesamt spielte er 239 Mal für die A-Nationalmannschaft (davon 135 Mal für die DDR). Sowohl mit dem TSC Berlin als auch mit dem SC Dynamo Berlin wurde er DDR-Meister und FDGB-Pokalsieger. Mit dem SCC Berlin wurde er Deutscher Meister und Deutscher Pokalsieger.",Hölzig ist heute Landestrainer im Volleyball-Verband Berlin. Seine Kinder Max und Annegret spielen ebenfalls erfolgreich Volleyball.,,,"1. Was Franko Hölzig der erste ehemalige DDR-Nationalspieler, der für die DVV-Auswahl spielte, und wie oft hat er insgesamt für die A-Nationalmannschaft gespielt?","2. Welche Position nimmt Franko Hölzig im Volleyball-Verband Berlin ein, und haben seine Kinder Max und Annegret auch Erfolge im Volleyball erzielt?"
Denkmalgeschütztes Bauwerk in Frankreich,Notre-Dame (Auffay),https://de.wikipedia.org/wiki/Notre-Dame_(Auffay),Die ehemalige Kollegiatkirche Notre-Dame in der Gemeinde Auffay in der Normandie im Nordwesten Frankreichs ist ein gotisches Bauwerk aus dem 13. Jahrhundert mit späteren Ergänzungen. Der Kirchenbau ist seit 1846 als Monument historique anerkannt. Bereits für das Jahr 1060 ist an der Stelle der heutigen Kirche die Gründung einer Kapelle oder Kirche durch Kanoniker des Augustinerordens belegt.,"Als eigentlicher Stifter gilt jedoch ein gewisser Gilbert, der nach der Schlacht von Hastings (1066) in die Normandie zurückkehrte. Im frühen 13. Jahrhundert wurden die Gewölbe des Kirchenschiffs repariert, stürzten aber danach nahezu vollständig ein. Die Kirche wurde daraufhin im gotischen Stil wiederaufgebaut und im Jahr 1264 eingeweiht.",Aus dem 14. Jahrhundert stammt die Südkapelle; die Nordkapelle ist etwa 100 Jahre jünger. Im Jahre 1472 wurde die Kirche durch Soldaten des Burgunderherzogs Karl dem Kühnen in Brand gesetzt. Der Chor wurde im 16.,"Jahrhundert im Übergangsstil von der Spätgotik zur Renaissance erneuert und der französische König Heinrich IV. stiftete um das Jahr 1600 ein neues Portal. Im Jahre 1731 stürzte die Spitze des Vierungsturms ein, wurde aber kurz darauf durch einen hölzernen, mit Schiefer gedeckten Helm ersetzt, der jedoch im Jahre 1867 vom Blitz getroffen wurde und in Flammen aufging; der heutige Helm des Vierungsturms stammt aus dem Jahr 1872. Durch deutsche Brandbomben wurde die Kirche im Jahr 1940 erneut in Mitleidenschaft gezogen; die Ausbesserungsarbeiten dauerten letztlich bis ins Jahr 1967.","Die dreischiffige Kirche verzichtet im Äußeren auf Strebebögen; die Seitenschiffe werden allerdings von mächtigen Strebepfeilern stabilisiert. Das doppeltürige Westportal ist für eine königliche Stiftung recht unscheinbar, doch sind Renaissanceformen deutlich zu erkennen. Der rechte der beiden Begleittürme fungiert als Treppenturm zum Erreichen des Dachstuhls und damit auch des Vierungsturms. Das Westfenster besteht aus unterschiedlich großen Kreisen, in welche sphärische Vierecke eingebunden sind; die Mitte bildet ein Sechspass.","1. Wer gilt als der eigentliche Stifter der ehemaligen Kollegiatkirche Notre-Dame in Auffay, und welche bedeutenden Ereignisse und Renovierungen fanden im Laufe ihrer Geschichte statt?","2. Beschreiben Sie die architektonischen Merkmale der dreischiffigen Kirche Notre-Dame in Auffay, einschließlich der Details ihres Westportals und der Besonderheiten ihrer Fenster."
Akademie der Wissenschaften in den Vereinigten Staaten,American Academy of Political and Social Science,https://de.wikipedia.org/wiki/American_Academy_of_Political_and_Social_Science,Die American Academy of Political and Social Science (AAPSS) ist eine Vereinigung zur Förderung und Entwicklung der Sozialwissenschaften. Sie wurde 1889 auf Initiative von Edmund J. James in Philadelphia gegründet. James amtierte von 1890 bis 1901 als AAPSS-Gründungspräsident.,"Bei der Akademie-Gründung wurde Vielfalt der vertretenen sozialwissenschaftlichen Disziplinen und Personen angestrebt, zu den Gründungsmitgliedern zählten Frauen wie Jane Addams und Afroamerikaner wie W. E. B. Du Bois.","Die AAPSS hat gut 130 Fellows (Stand 2021). Jährlich wird eine kleine Gruppe von Wissenschaftlern und Vertretern des öffentlichen Dienstes zur Mitgliedschaft eingeladen. Jedes Fellowship ist nach einem herausragenden Wissenschaftler oder einer führenden Persönlichkeit des öffentlichen Lebens benannt, der oder die einen Beitrag zu The Annals geleistet hat. Seit 1890 erscheint die AAPSS-Publikation Annals.",Jeder der zweimonatlich erscheinenden Bände befasst sich mit einem einzigen Thema. Bisher hatten folgende Personen die AAPSS-Präsidentschaft inne:,,1. Wer waren einige der bemerkenswerten Gründungsmitglieder der American Academy of Political and Social Science und was war das Ziel bei der Auswahl der Mitglieder bei der Gründung der Akademie?,"2. Wie funktioniert das Fellow-System der AAPSS und wie ist es mit ihrer Publikation ""The Annals"" verbunden?"
Comicstrip,Wumo,https://de.wikipedia.org/wiki/Wumo,"Wumo, vormals Wulffmorgenthaler, ist ein Webcomic und Zeitungs-Comicstrip des dänischen Autoren-/Künstler-Duos Mikael Wulff und Anders Morgenthaler. Der Name des Strips entstand durch Zusammenfügen der Nachnamen des Duos. Eine gleichnamige satirische Fernsehserie wurde in Dänemark 2005 auf Kanal DR2 gesendet. Im Juni 2012 wurde der Name in Wumo geändert.","Wumo erschien das erste Mal im Jahr 2001 als Beitrag in einem Comicstrip-Wettbewerb mit dem Namen Kalzone und wurde erst einige Stunden vor Einsendeschluss fertiggestellt. Der unter dem Pseudonym „Pernille Richter Andersson“ eingereichte Strip gewann den Wettbewerb und damit als Hauptpreis den Comicplatz für einen Monat in der Zeitung Politiken. Der Comic erschien von 2002 an regelmäßig im Kulturportal der Website von Danmarks Radio (DR), und im Oktober 2003 wurde er Teil der täglichen Ausgabe von Politiken. Die deutsche Tageszeitung Die Welt veröffentlichte auf ihrer Website die Comicstripes von 22.","November 2010 bis 27. Januar 2016. Seit Juni 2012 erscheint Wumo täglich in Politiken (Dänemark), Aftonbladet (Schweden), Dagbladet (Norwegen), Helsingin Sanomat (Finnland) und, nur online, in De Telegraaf (Niederlande) – sowie auch auf der eigenen Website, wumo.com. Seit November 2013 erscheint Wumo in Zeitschriften in den Vereinigten Staaten, einschließlich der Washington Post und der New York Daily News, die den Comicstrip Get Fuzzy durch Wumo ersetzt hat.","Seit März 2014 ersetzt Wumo auch den Comicstrip Doonesbury in der New York Times. Der Comic hat einen eigenen Stil, dessen Erscheinungsbild durch geschwungenen Linien und anscheinend computergenerierte Farben geprägt wird. Die meisten Comics bestehen aus nur einer einzigen Bildtafel. Dadurch werden die traditionell mehrfachen Tafeln, welche einen Zeitablauf suggerieren, vermieden.",Wiederkehrende Figuren sind eher ein Running Gag denn eine legitim weitergeführte Geschichte.,1. Wie hat sich der Stil des Comicstrips Wumo im Laufe seiner Veröffentlichung entwickelt und wie unterscheidet er sich von traditionellen Comicstrips?,2. Wie hat der Comicstrip Wumo seinen Weg von einem Wettbewerbseintrag in Dänemark bis zur Veröffentlichung in großen Zeitungen und Zeitschriften in den USA gemacht?
Aserbaidschaner,Yusif Rüstəmov,https://de.wikipedia.org/wiki/Yusif_Rüstəmov,"Yusif İman oğlu Rüstəmov (alternativ Yusuf Rustamov; * 29. Dezember 1932 in Qazax; † 2010 in Aserbaidschan) war ein aserbaidschanischer Soziologe. Rüstəmov war Direktor des Instituts für Philosophie, Soziologie und Jura an der Nationalen Akademie der Wissenschaften Aserbaidschans. Er war Initiator der Gründung der Union der türkischen Soziologen.",Er schrieb über hundert Artikel und zehn Bücher über Strömungen des politischen Denkens in der Türkei und den angrenzenden östlichen Ländern. Yusif Rüstəmov wurde mit verschiedenen Auszeichnungen für seine Verdienste um die türkische Welt geehrt.,,,,1. Welche Rolle spielte Yusif İman oğlu Rüstəmov bei der Gründung der Union der türkischen Soziologen und welche Position hatte er an der Nationalen Akademie der Wissenschaften Aserbaidschans?,2. Welche Auszeichnungen erhielt Yusif Rüstəmov für seine Verdienste um die türkische Welt und welche Themen behandelten seine über hund
Gegründet 1928,Walter-Gropius-Gymnasium Selb,https://de.wikipedia.org/wiki/Walter-Gropius-Gymnasium_Selb,Das Walter-Gropius-Gymnasium Selb (kurz: WGG Selb) ist ein staatliches Gymnasium in Selb. Neben dem Luisenburg-Gymnasium Wunsiedel und dem Otto-Hahn-Gymnasium (Marktredwitz) ist es eines von drei Gymnasien im Landkreis Wunsiedel im Fichtelgebirge. Es unterhält einen naturwissenschaftlich-technologischen und einen sprachlichen Zweig. Im Jahre 1928 wurde mit Beginn des Schuljahres 1928/29 die Staatliche Realschule Selb eingerichtet.,"Seit 1965 trug die Schule die Bezeichnung Gymnasium Selb. Im Schuljahr 1957/58 war die Schule eine der Pionierschulen bei der Einführung der Fünftagewoche mit dem unterrichtsfreien Samstag, zudem war sie ab dem Schuljahr 1971/72 Modellschule (zusammen mit 23 anderen Schulen) für die Einführung der Kollegstufe. Der Modellversuch „Europäisches Gymnasium II“ wird seit dem Schuljahr 1999/2000 durchgeführt. Seit dem 1.","Januar 2000 heißt die Schule Walter-Gropius-Gymnasium, benannt nach dem Architekten und Bauhaus-Gründer Walter Gropius. In der sechsten und siebten Jahrgangsstufe finden Skilager in Viehhofen statt. Zudem gibt es jedes Jahr einen Schullandheimaufenthalt für die fünften Klassen, um sich wenige Wochen nach Schuljahresbeginn noch besser kennenzulernen. Einkehrtage werden für die neunte Klasse durchgeführt, die zehnte Klasse nimmt an einer Studienfahrt nach Hamburg teil.",Die Abschlussfahrt führt nach Barcelona oder Griechenland; die Toskana war 2010 im Angebot. Im Jahr 2014 führte erstmals eine Abschlussfahrt in die türkische Stadt Istanbul. Das WGG ist eines der Gymnasien in Deutschland mit den meisten Schulfahrten. Die Schülerzeitung des WGG ist der Auspuff.,"Beim Wettbewerb Crossmedia 2006 erhielt die Schulhomepage den ersten Preis. Der Astronomiekurs erstellte einen Planetenweg durch den Hammerwald. Der Verein der Freunde des Walter-Gropius-Gymnasiums Selb, der aus ehemaligen Schülern, Lehrern, Schülereltern und Gönnern des Gymnasiums besteht, fördert die Schule und das schulische Zusammenleben sowohl ideell (beispielsweise mit der Veranstaltungsreihe Selber Gymnasiumsgespräche) als auch finanziell.","1. What are some of the unique programs and activities offered at the Walter-Gropius-Gymnasium in Selb, and how have they evolved over the years?","2. How does the Verein der Freunde des Walter-Gropius-Gymnasiums Selb support the school and its community, and what are some of the notable achievements of the school?"
Autor,Andreas Herter,https://de.wikipedia.org/wiki/Andreas_Herter,"Andreas Herter (* 20. Oktober 1954 in Hannover) ist ein deutscher Psychotherapeut und Sexualmediziner, der als Kliniker in eigener Praxis und als Wissenschaftsjournalist für Print-, TV- und Hörfunkmedien arbeitet. Er ist außerdem als Gutachter und Universitätsdozent tätig. Andreas Herter studierte in Braunschweig, Tübingen und Hannover Psychologie, Psychotherapie und Sexualmedizin und schloss dieses Studium als Psychotherapeut und Supervisor für Verhaltenstherapie und Sexualmedizin ab.",1982 gründete er die Praxis für Verhaltenstherapie in Hannover und den Club Blaues Krokodil e. V. gemeinnütziger Verein zur Verhinderung der strafrechtlichen Wiederauffälligkeit im Straßenverkehr. 1986 wurde er für dieses Engagement mit der Silbermedaille von der Akademie für Verkehrssicherheit ausgezeichnet.,"1992 erhielt er Lehraufträge – unter anderem an der Bundeswehrfachschule und der MHH – sowie Aufträge als Gerichtsgutachter für Asylrecht, Fahreignungsrecht, Strafrecht. Seit dieser Zeit arbeitet er als Kommentator und Studioexperte bei NDR, SAT 1, RTL, NBC, Giga, Antenne Niedersachsen, MDR, Radio Regenbogen und eigener Sendung bei radio ffn. In den Printmedien Bild, HAZ und NP veröffentlicht er die wöchentliche Kolumne: Psych""O""logisch. Außerdem erschienen Veröffentlichungen wissenschaftlich und belletristisch (hier unter Pseudonym von der Ohe-Herter).",1997 war er Produzent und Autor des Musicals Die Reise nach Lukanico als Hörspiel und Bühnenstück mit Tournee durch Deutschland. Herter war Textautor für unter anderem Peter Petrel und Regina Thoss. 2012 wurde ihm der Tulifurnumspreis für besonderes soziales Engagement im Raum Hannover verliehen.,,1. Welche verschiedenen Rollen und Verantwortlichkeiten hat Andreas Herter in seiner Karriere als Psychotherapeut und Sexualmediziner übernommen und welche Auszeichnungen hat er für seine Arbeit erhalten?,"2. Können Sie detaillierte Informationen zu Andreas Herters Aktivitäten als Wissenschaftsjournalist und Autor geben, einschließlich der Medien, für die er gearbeitet hat, und der Art der Veröffentlichungen, die er"
Ort in der Provinz Niğde,Gökbez (Bor),https://de.wikipedia.org/wiki/Gökbez_(Bor),"Gökbez ist ein Dorf im Landkreis Bor der türkischen Provinz Niğde. Der Ort liegt etwa 18 Kilometer südöstlich der Kreisstadt Bor und 22 Kilometer südlich der Provinzhauptstadt Niğde. Durch die bergige Landschaft von Gökbez verlief im Altertum eine Verbindungsstraße von Tyana, dem heutigen Kemerhisar, nach Faustinopolis und zur Kilikischen Pforte. Im Ort befindet sich ein späthethitisches Felsrelief, außerdem wurden drei beschriftete Grabsäulen gefunden.",Zwei davon befinden sich im Archäologischen Museum Niğde.,,,,1. Welche historische Bedeutung hat das Dorf Gökbez in der türkischen Provinz Niğde und welche archäologischen Funde wurden dort gemacht?,"2. Wo befinden sich zwei der drei beschrifteten Grabsäulen, die in Gökbez gefunden wurden?"
Deutscher,Sebastian Sprenger,https://de.wikipedia.org/wiki/Sebastian_Sprenger,Sebastian Sprenger (* 1972 in München) ist ein deutscher Komponist und Musiktheoretiker. Sprenger besuchte von 1983 bis 1992 das humanistische Wirsberg-Gymnasium in Würzburg und erhielt in dieser Zeit privaten Klavierunterricht bei Rudolf Ramming. Von 1982 bis 1987 war er Mitglied der Würzburger Domsingknaben unter Siegfried Koesler. Während seiner Schulzeit war Sprenger Gaststudent an der Hochschule für Musik Würzburg im Fach Komposition bei Bertold Hummel und Heinz Winbeck sowie am Hermann-Zilcher-Konservatorium Würzburg im Fach Kontrabass bei Günter Mittelsteiner.,"Nach Abitur und Zivildienst studierte Sprenger Komposition und Musiktheorie an der Hochschule für Musik und Theater Hamburg, zunächst bei Dieter Einfeldt, später bei Manfred Stahnke. Eine langjährige Zusammenarbeit verbindet ihn mit der Grundschule Eulenkrugstraße in Hamburg-Volksdorf (2004 als „Musikalischste Grundschule Deutschlands“ ausgezeichnet). Für den Chor dieser Schule schrieb Sprenger mehrere Werke. Seit 2001 erteilt er dort Klavierunterricht.",Seit 2001 ist Sprenger als Kirchenmusiker an der Kirche St. Nicolaus der Evangelischen Stiftung Alsterdorf tätig. Er organisiert dort u. a.,eine Konzertreihe mit dem Schwerpunkt auf zeitgenössischer Kammer- und Weltmusik. Von 2006 bis 2010 leitete Sprenger gemeinsam mit Anna-Elisabeth Ubbelohde den Hamburger Kammerchor „Ensemble Magnificat“. Seit 2007 unterrichtet Sprenger an der Hochschule für Musik und Theater u. a.,"die Fächer Musiktheorie, Gehörbildung und Werkanalyse. Am International College of Music (ICoM) Hamburg ist Sprenger seit 2008 als Dozent für die Fächer Komposition, Musiktheorie, Allgemeine Musiklehre und Werkanalyse tätig. Sprenger erhielt Kompositionsaufträge u. a.",1. Was ist Sebastian Sprengers Ausbildungshintergrund und welche besonderen Rollen hat er in Hamburgs Musik- und Bildungslandschaft übernommen?,2. Welche besonderen Beiträge hat Sebastian Sprenger zur zeitgenössischen Kammer- und Weltmusik geleistet und welche pädagogischen Rollen hat er an verschiedenen Musikinstitutionen in Deutschland gespielt?
Apotheker (20. Jahrhundert),Martin Schulz (Pharmazeut),https://de.wikipedia.org/wiki/Martin_Schulz_(Pharmazeut),"Martin Schulz (* 14. Dezember 1959 in Hamburg) ist ein deutscher Pharmazeut, Pharmakologe und Honorarprofessor in Berlin. Er ist Vorsitzender der Arzneimittelkommission der Deutschen Apotheker (AMK), Geschäftsführer Arzneimittel der ABDA – Bundesvereinigung Deutscher Apothekerverbände e. V., der Bundesapothekerkammer (BAK) und des Deutschen Apothekerverbandes e.",V. (DAV) und Geschäftsführer Pharmazie des Deutschen Arzneiprüfungsinstituts e. V. (DAPI).,Nach dem Abitur am Gymnasium St. Georg in Hamburg studierte Schulz von 1978 bis 1982 Pharmazie (Approbation 1983) und von 1984 bis 1986 Medizin an der Universität Hamburg und wurde 1988 mit einer Arbeit zu Wechselwirkungen von Histamin H2-Rezeptorantagonisten zum Dr. rer. nat.,"promoviert. Von 1988 bis 2008 war er Leiter des Zentrums für Arzneimittelinformation und Pharmazeutische Praxis (ZAPP) der ABDA – Bundesvereinigung Deutscher Apothekerverbände. Er absolvierte Weiterbildungen zum Fachpharmakologen DGPT (Deutsche Gesellschaft für Experimentelle und Klinische Pharmakologie und Toxikologie, 1989) und zum Fachapotheker für Arzneimittelinformation (Landesapothekerkammer Hessen, 1993). Seit dem 1.",März 2002 ist er Geschäftsführer Pharmazie des Deutschen Arzneiprüfungsinstituts e. V. (DAPI) und seit dem 1. April 2008 Geschäftsführer Arzneimittel der ABDA – Bundesvereinigung Deutscher Apothekerverbände e.,1. Welche beruflichen Positionen und wissenschaftlichen Qualifikationen hat Martin Schulz erworben nach seinem Abschluss in Pharmazie und Medizin an der Universität Hamburg?,"2. Seit wann ist Martin Schulz der Geschäftsführer des Deutschen Arzneiprüfungsinstituts und der ABDA – Bundesvereinigung Deutscher Apothekerverbände, und was waren seine vorherigen Rollen in diesen Organisationen"
